taxonomy_id	name	rank	lineage	SRR13439799_p_compressed+h+v.centrifuge	SRR13439802_p_compressed+h+v.centrifuge	SRR13439790_p_compressed+h+v.centrifuge	SRR13439813_p_compressed+h+v.centrifuge
83617	Stenotrophomonas nitritireducens	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas;Stenotrophomonas nitritireducens	0	1	0	3
68	Lysobacter	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter	0	0	0	9
262324	Lysobacter gummosus	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;Lysobacter gummosus	0	1	0	27
135625	Pasteurellales	order	Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales	0	0	0	0
712	Pasteurellaceae	family	Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae	0	3	0	0
724	Haemophilus	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus	0	0	0	0
729	Haemophilus parainfluenzae	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus parainfluenzae	0	5	0	11
730	[Haemophilus] ducreyi	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;[Haemophilus] ducreyi	0	5	0	1
727	Haemophilus influenzae	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae	0	1	0	3
738	Glaesserella parasuis	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Glaesserella;Glaesserella parasuis	0	1	0	13
416916	Aggregatibacter	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter	0	0	0	0
732	Aggregatibacter aphrophilus	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;Aggregatibacter aphrophilus	0	2	0	3
155493	Gallibacterium	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Gallibacterium	0	0	0	0
750	Gallibacterium anatis	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Gallibacterium;Gallibacterium anatis	0	1	0	2
214906	Histophilus	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Histophilus	0	0	0	0
731	Histophilus somni	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Histophilus;Histophilus somni	0	1	0	4
224372	Alcanivoracaceae	family	Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae	0	0	0	0
59753	Alcanivorax	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax	0	0	0	4
285091	Alloalcanivorax dieselolei	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alloalcanivorax;Alloalcanivorax dieselolei	0	10	0	21
59754	Alcanivorax borkumensis	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax;Alcanivorax borkumensis	0	2	0	1
28256	Halomonadaceae	family	Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae	0	0	0	0
114403	Zymobacter group	no rank	Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae	0	0	0	0
114185	Candidatus Carsonella	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Candidatus Carsonella	0	0	0	0
114186	Candidatus Carsonella ruddii	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Candidatus Carsonella;Candidatus Carsonella ruddii	0	1	0	0
114399	Candidatus Portiera	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Candidatus Portiera	0	0	0	0
235572	Candidatus Portiera	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Candidatus Portiera	0	0	0	0
91844	Candidatus Portiera aleyrodidarum	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Candidatus Portiera;Candidatus Portiera aleyrodidarum	0	1	1	0
2745	Halomonas	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas	0	0	0	1
1178482	Halomonas huangheensis	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;Halomonas huangheensis	0	1	0	10
400668	Marinomonas sp. MWYL1	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas;Marinomonas sp. MWYL1	0	1	0	4
224379	Hahellaceae	family	Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Hahellaceae	0	0	0	0
158481	Hahella	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Hahellaceae;Hahella	0	0	0	0
158327	Hahella chejuensis	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Hahellaceae;Hahella;Hahella chejuensis	0	1	0	0
135624	Aeromonadales	order	Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales	0	0	0	0
84642	Aeromonadaceae	family	Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae	0	0	0	0
642	Aeromonas	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas	0	0	0	9
644	Aeromonas hydrophila	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas hydrophila	0	10	0	60
654	Aeromonas veronii	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas veronii	0	3	0	9
29423	Legionella oakridgensis	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella oakridgensis	0	4	0	1
465	Tatlockia	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Tatlockia	0	0	0	0
451	Legionella micdadei	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella micdadei	0	1	0	0
118968	Coxiellaceae	family	Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae	0	0	0	0
776	Coxiella	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella	0	0	0	0
777	Coxiella burnetii	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;Coxiella burnetii	0	1	1	5
135623	Vibrionales	order	Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales	0	0	0	0
641	Vibrionaceae	family	Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae	0	1	0	0
662	Vibrio	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio	0	0	0	2
672	Vibrio vulnificus	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio vulnificus	0	1	0	13
511678	Aliivibrio	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Aliivibrio	0	0	0	0
668	Aliivibrio fischeri	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Aliivibrio;Aliivibrio fischeri	0	1	0	5
1240482	Orbales	order	Bacteria;Pseudomonadota;Gammaproteobacteria;Orbales	0	0	0	0
1240483	Orbaceae	family	Bacteria;Pseudomonadota;Gammaproteobacteria;Orbales;Orbaceae	0	2	0	0
1193503	Gilliamella	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Orbales;Orbaceae;Gilliamella	0	0	0	0
1196095	Gilliamella apicola	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Orbales;Orbaceae;Gilliamella;Gilliamella apicola	0	1	0	2
72273	Thiotrichales	order	Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales	0	0	0	0
135616	Piscirickettsiaceae	family	Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae	0	0	0	0
1237	Piscirickettsia	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Piscirickettsia	0	0	0	0
1238	Piscirickettsia salmonis	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Piscirickettsia;Piscirickettsia salmonis	0	1	0	2
135613	Chromatiales	order	Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales	0	0	0	0
72276	Ectothiorhodospiraceae	family	Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae	0	0	0	1
1051	Ectothiorhodospira	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Ectothiorhodospira	0	0	0	0
1442136	Ectothiorhodospira sp. BSL-9	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Ectothiorhodospira;Ectothiorhodospira sp. BSL-9	0	1	0	4
1706369	Cellvibrionales	order	Bacteria;Pseudomonadota;Gammaproteobacteria;Cellvibrionales	0	0	0	0
1706373	Microbulbiferaceae	family	Bacteria;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae	0	0	0	0
48073	Microbulbifer	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Microbulbifer	0	0	0	0
1769779	Microbulbifer aggregans	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Microbulbifer;Microbulbifer aggregans	0	1	0	10
75682	Oxalobacteraceae	family	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae	0	4	0	9
29580	Janthinobacterium	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium	0	4	0	3
55508	Janthinobacterium agaricidamnosum	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;Janthinobacterium agaricidamnosum	0	180	2	39
1644131	Janthinobacterium sp. 1_2014MBL_MicDiv	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;Janthinobacterium sp. 1_2014MBL_MicDiv	0	7	0	45
375286	Janthinobacterium sp. Marseille	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;Janthinobacterium sp. Marseille	0	2	0	7
963	Herbaspirillum	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum	0	0	0	5
341045	Herbaspirillum hiltneri	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;Herbaspirillum hiltneri	0	12	0	36
964	Herbaspirillum seropedicae	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;Herbaspirillum seropedicae	0	9	0	48
303379	Herminiimonas	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herminiimonas	0	0	0	0
204773	Herminiimonas arsenicoxydans	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herminiimonas;Herminiimonas arsenicoxydans	0	6	0	65
149698	Massilia	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia	0	0	0	3
1707785	Massilia sp. WG5	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia sp. WG5	0	3	0	161
1678028	Massilia sp. NR 4-1	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;Massilia sp. NR 4-1	0	2	0	60
202907	Collimonas	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Collimonas	0	0	0	3
158899	Collimonas fungivorans	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Collimonas;Collimonas fungivorans	0	1	0	59
180282	Delftia tsuruhatensis	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia tsuruhatensis	0	22	0	593
742013	Delftia sp. Cs1-4	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia sp. Cs1-4	0	3	0	217
80866	Delftia acidovorans	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia acidovorans	0	1	0	293
12916	Acidovorax	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax	0	1	0	100
358220	Acidovorax sp. KKS102	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. KKS102	0	2	0	239
1842533	Acidovorax sp. RAC01	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. RAC01	0	2	1	111
80867	Paracidovorax avenae	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Paracidovorax;Paracidovorax avenae	0	1	0	88
721785	[Acidovorax] ebreus	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Diaphorobacter;[Acidovorax] ebreus	0	1	0	45
174951	Ramlibacter	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter	0	0	0	0
94132	Ramlibacter tataouinensis	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter;Ramlibacter tataouinensis	0	6	0	248
34072	Variovorax	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax	0	0	0	4
34073	Variovorax paradoxus	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;Variovorax paradoxus	0	2	0	350
83494	unclassified Comamonadaceae	no rank	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae	0	0	0	8
1458426	Serpentinimonas maccroryi	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Serpentinimonas;Serpentinimonas maccroryi	0	2	0	29
52972	Polaromonas	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas	0	0	0	1
296591	Polaromonas sp. JS666	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas;Polaromonas sp. JS666	0	1	0	72
201096	Alicycliphilus	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Alicycliphilus	0	0	0	0
179636	Alicycliphilus denitrificans	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Alicycliphilus;Alicycliphilus denitrificans	0	1	0	123
665874	Limnohabitans	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans	0	0	0	0
1678128	Limnohabitans sp. 63ED37-2	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans;Limnohabitans sp. 63ED37-2	0	1	0	31
119060	Burkholderiaceae	family	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae	0	3	0	408
1822464	Paraburkholderia	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia	0	3	0	12
134537	Paraburkholderia fungorum	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia fungorum	0	9	2	24
148447	Paraburkholderia phymatum	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia phymatum	0	6	0	28
36873	Paraburkholderia xenovorans	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia xenovorans	0	1	0	33
948107	Paraburkholderia sprentiae	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia sprentiae	0	1	0	13
32008	Burkholderia	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia	0	2	1	268
87882	Burkholderia cepacia complex	species group	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cepacia complex	0	0	0	156
482957	Burkholderia lata	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cepacia complex;Burkholderia lata	0	2	0	26
292	Burkholderia cepacia	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cepacia complex;Burkholderia cepacia	0	1	0	105
111527	pseudomallei group	species group	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;pseudomallei group	0	0	0	36
28450	Burkholderia pseudomallei	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;pseudomallei group;Burkholderia pseudomallei	0	2	1	34
57975	Burkholderia thailandensis	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;pseudomallei group;Burkholderia thailandensis	0	1	0	31
337	Burkholderia glumae	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia glumae	0	2	0	51
1740163	Burkholderia singularis	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;pseudomallei group;Burkholderia singularis	0	2	0	15
101571	Burkholderia ubonensis	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cepacia complex;Burkholderia ubonensis	0	1	0	44
93217	Pandoraea	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea	0	0	0	28
93220	Pandoraea pnomenusa	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea pnomenusa	0	3	0	34
656178	Pandoraea vervacti	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea vervacti	0	2	0	19
573737	Pandoraea oxalativorans	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea oxalativorans	0	1	0	22
48736	Ralstonia	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia	0	1	0	35
190721	Ralstonia insidiosa	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia insidiosa	0	2	0	67
106589	Cupriavidus	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus	0	0	0	290
248026	Cupriavidus pinatubonensis	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus pinatubonensis	0	1	0	223
367825	Cupriavidus malaysiensis	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus malaysiensis	0	1	0	15
1389192	Cupriavidus sp. USMAHM13	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus sp. USMAHM13	0	1	0	50
506	Alcaligenaceae	family	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae	0	0	1	28
222	Achromobacter	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter	0	1	0	37
85698	Achromobacter xylosoxidans	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter xylosoxidans	0	7	0	324
32002	Achromobacter denitrificans	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter denitrificans	0	1	0	51
517	Bordetella	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella	0	0	0	64
518	Bordetella bronchiseptica	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella bronchiseptica	0	1	0	30
519	Bordetella parapertussis	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella parapertussis	0	1	0	2
520	Bordetella pertussis	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis	0	1	0	17
1697043	Bordetella sp. H567	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella sp. H567	0	1	0	39
119065				0	1	0	6
224471	Burkholderiales genera incertae sedis	no rank	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales	0	0	0	46
318147	Roseateles	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Roseateles	0	0	0	0
1768242	Paucibacter sp. KCTC 42545	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Roseateles;Paucibacter sp. KCTC 42545	0	7	0	160
93681	Roseateles	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Roseateles	0	0	0	0
76731	Roseateles depolymerans	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Roseateles;Roseateles depolymerans	0	3	0	223
88	Leptothrix	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Leptothrix	0	0	0	0
34029	Leptothrix cholodnii	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Leptothrix;Leptothrix cholodnii	0	1	0	186
65047	Roseateles	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Roseateles	0	0	0	0
1658665	Mitsuaria sp. 7	species	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Roseateles;Mitsuaria sp. 7	0	1	0	306
206351	Neisseriales	order	Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales	0	0	0	0
481	Neisseriaceae	family	Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae	0	2	0	0
482	Neisseria	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria	0	4	0	2
487	Neisseria meningitidis	species	Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria meningitidis	0	6	0	17
495	Neisseria elongata	species	Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria elongata	0	5	0	5
485	Neisseria gonorrhoeae	species	Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria gonorrhoeae	0	1	0	3
1193515	Snodgrassella	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Snodgrassella	0	0	0	0
1196083	Snodgrassella alvi	species	Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Snodgrassella;Snodgrassella alvi	0	3	0	1
1499392	Chromobacteriaceae	family	Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Chromobacteriaceae	0	0	0	0
90153	Chromobacterium group	no rank	Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Chromobacteriaceae	0	0	0	0
535	Chromobacterium	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Chromobacterium	0	1	0	6
206350	Nitrosomonadales	order	Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales	0	0	0	0
32011	Methylophilaceae	family	Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae	0	0	0	0
359407	Methylotenera	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylotenera	0	0	0	0
359408	Methylotenera mobilis	species	Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylotenera;Methylotenera mobilis	0	6	0	0
81682	Methylovorus	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylovorus	0	3	0	2
16	Methylophilus	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylophilus	0	0	0	0
1662285	Methylophilus sp. TWE2	species	Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylophilus;Methylophilus sp. TWE2	0	1	0	22
119066	Betaproteobacteria incertae sedis	no rank	Bacteria;Pseudomonadota;Betaproteobacteria	0	0	0	0
33055	Candidatus Kinetoplastibacterium	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Candidatus Kinetoplastibacterium	0	6	0	0
33809	unclassified Betaproteobacteria	no rank	Bacteria;Pseudomonadota;Betaproteobacteria	0	0	0	0
543913	beta proteobacterium CB	species	Bacteria;Pseudomonadota;Betaproteobacteria;beta proteobacterium CB	0	2	0	0
206389	Rhodocyclales	order	Bacteria;Pseudomonadota;Betaproteobacteria;Rhodocyclales	0	0	0	0
75787	Rhodocyclaceae	family	Bacteria;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae	0	1	0	4
12960	Azoarcus	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus	0	5	0	32
146937	Azospira	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira	0	0	0	0
146939	Azospira oryzae	species	Bacteria;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira;Azospira oryzae	0	2	0	28
32003	Nitrosomonadales	order	Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales	0	0	0	0
206379	Nitrosomonadaceae	family	Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae	0	0	0	0
914	Nitrosomonas	genus	Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas	0	0	0	0
261292	Nitrosomonas sp. Is79A3	species	Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;Nitrosomonas sp. Is79A3	0	1	0	2
